filename,section_name,llm_annotation
20dc-prexy-topart-fwhb-articleLarge.jpg,Business,"The image depicts a man standing on an airplane's boarding ramp, suggesting that it may be related to air travel or transportation services"
16tiktok-notebook-lead-fkzt-articleLarge.jpg,World,The image depicts a man holding a sign that appears to be related to a refugee crisis or a global issue.
31cul-smithsonian-art-01-wkph-articleLarge.jpg,Arts,"The image depicts a museum building with columns and banners, indicating an event related to art or culture"
00China-hospitals-04-lzjv-articleLarge.jpg,World,"The image depicts a crowded street with people holding banners and signs in multiple languages, suggesting an international event or protest"
20inaugurtion-tv-zhtb-articleLarge.jpg,World,"The image depicts a political rally with a prominent figure speaking at a podium, suggesting that it may be related to current events or news from around the world"
13dc-tariffs-inflation-01-wthk-articleLarge.jpg,World,"The image depicts a large port area with numerous shipping containers and cargo ships in the background, indicating international trade or global commerce"
CHINA-AI-vjfl-articleLarge.jpg,Technology,"The image features a microchip or circuit board with various components and labels visible, indicating that it belongs to this category"
07Biz-China-Tsunami-pltw-articleLarge.jpg,Business,"The image depicts an assembly line in a factory or warehouse setting, suggesting that it is related to manufacturing or industry"
06int-global-trade-assess-kzvh-articleLarge-v2.jpg,World,"The image shows Donald Trump standing in front of two flags, indicating that it may be related to international or global events"
22META-1-qzhl-articleLarge.jpg,World,"The image depicts a crowd of people holding banners and signs, suggesting that it may be related to a protest or demonstration, which falls under the category of World events."
00ulbricht-ticktock-hcvz-articleLarge.jpg,Arts,"The image depicts a crowded street scene with people holding banners and signs, indicating that it may be related to an art or cultural event."
08dc-assess-01-khfv-articleLarge.jpg,World,"The image depicts a group of people holding signs and banners, suggesting a protest or demonstration, which falls under the World category."
09strategies-illo-articleLarge.jpg,World,"The image depicts people holding banners and signs, indicating that it is related to a protest or demonstration."
18cul-smithsonian-zwbg-articleLarge.jpg,World,"The image depicts a building with columns and banners in front of it, indicating that the event is taking place on an international scale"
09trump-news-security-clearance-mfkg-articleLarge.jpg,World,"The image shows a crowded street with people holding banners and signs, indicating a public gathering or protest related to global issues"
tbhm-articleLarge.jpg,World,The image depicts a man in protective gear and safety glasses working on a metal beam suspended from chains above him.
10biz-chips-act-zqmg-articleLarge.jpg,World,"The image depicts an industrial construction site in a desert region with American flags prominently displayed, suggesting that it may be related to global or international affairs"
hfo-tiktok-down-lbkq-articleLarge.jpg,World,"The image depicts an outdoor gathering with people holding signs and banners, suggesting a protest or demonstration related to global issues"
27newworld-articleLarge.jpg,World,"The image depicts a group of people gathered around a lighthouse at night, suggesting that it may be related to navigation or safety."
04skorea-yoon-fkcp-articleLarge.jpg,World,"The image depicts a protest or demonstration where individuals are holding flags and signs, indicating that it is an event related to global issues or conflicts."
03cul-smirnova-04-jpkz-articleLarge.jpg,World,"The image depicts a woman in traditional attire, suggesting cultural or religious significance"
11biz-trade-explainer-pqjh-articleLarge.jpg,World,"The image depicts a large cargo ship in an industrial setting, suggesting global trade and commerce"
00biz-deepseek-washington-articleLarge.jpg,World,"The image depicts a whale in the center of a red circle on a blue background, suggesting it may be related to global or oceanic issues"
00hfo-crypto-order-lkcw-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, indicating a global event or protest"
04pritzker-prize-01-jbwl-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, indicating a global or international event"
19SNL-RECAP-Pix-SUB-articleLarge.png,Arts,"The image depicts a man holding a microphone and speaking into it, suggesting that he is performing or presenting in an artistic context."
04db-crypto-reserve-wwk-lwht-articleLarge.jpg,World,"The image depicts a crowded street with people holding banners and signs, suggesting a global event or protest."
30dc-fed-01-hkqt-articleLarge.jpg,World,"The image depicts a busy shipping port with containers and cargo ships, indicating global trade and commerce"
20inaug-howtowatch-kmqc-articleLarge.jpg,U.S.,"The image depicts a building that appears to be a government or institutional structure, likely related to politics"
01DC-SILENCE-wzch-cover-articleLarge.jpg,World,"The United States Capitol building is prominently featured in the background, indicating that this event is related to global politics or international relations"
05greent-trump-lbtz-articleLarge.jpg,World,"The image depicts a small town in a mountainous area, likely located in a foreign country"
21biz-trump-times-tcgp-articleLarge.jpg,World,"The image depicts a crowded street with people holding banners and signs, indicating global issues or events."
12neh-1-hpfj-articleLarge.jpg,World,"The image depicts a woman speaking at a podium in front of an American flag and other national symbols, indicating that it is related to international or global affairs."
02dc-unfairtrade-mwvk-articleLarge.jpg,World,"The image depicts a ship in the ocean, indicating global maritime activity"
19cul-schiff-1-wclt-articleLarge.jpg,Arts,"The image depicts a man in a black shirt and white undershirt, possibly conducting an orchestra or performing on stage."
25int-europe-singal-diplo-01-fmhg-articleLarge.jpg,World,"The image depicts a group of men in suits sitting around a table, suggesting an international or global context"
25int-ukraine-russia-talks-bqcl-articleLarge.jpg,World,"The image depicts a city skyline at dusk or dawn, featuring various buildings and structures, suggesting an urban setting"
06dc-trumo-topart-mqtv-articleLarge.jpg,Business,"The image appears to be related to business and commerce, as it features a storefront with a prominent sign reading 'Perkins Coie', suggesting a legal or professional services firm"
03cul-monstrous-beauty-met-01-cmhz-articleLarge.jpg,Arts,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium"
28dc-gabbard01a-photo-fmvw-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting that it may be related to a global or international event."
22skorea-takeover-01-lgtj-articleLarge.jpg,Arts,The image depicts a statue and art pieces in a museum setting
00russia-kursk-01-qhkj-articleLarge.jpg,World,"The image depicts an armored military vehicle in the middle of a road, suggesting a global or international context"
18biz-chips-panic-01-glpt-articleLarge.jpg,World,"The image features a Huawei sign on a building, indicating that it is related to technology and globalization"
12dc-trump-topart-jmfl-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, indicating a public gathering or protest that falls under global news"
16Slovakia-Fico-01-tkhj-articleLarge.jpg,Arts,"The image depicts a man speaking at an outdoor event, suggesting it is related to art or culture"
10CUL-NEH-HEROES-ckfp-articleLarge.jpg,World,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
08gulf-trump-hbjt-articleLarge.jpg,Arts,"The image depicts a sunset over the ocean, featuring people standing on the beach in silhouette, capturing the essence of a scenic arts scene"
09kyiv-symphony-ckzf-articleLarge.jpg,World,"A crowded street with people holding banners and signs suggests a global event or gathering that transcends national boundaries, fitting for the 'World' section"
21int-ukraine-energy01-photo-hqfk-articleLarge.jpg,World,"The image depicts a scene of destruction and devastation, likely resulting from conflict or natural disaster, highlighting global issues and humanitarian crises."
00paolozampolli-01-vwhb-articleLarge.jpg,World,"A man in a suit standing next to a bull statue, indicating a business or finance-related context."
00int-nepal-drones-01-mbgf-articleLarge.jpg,World,The image features a majestic mountainous landscape with snow-capped peaks and a serene atmosphere
00ukraine-trump-minerals-01-jfwt-articleLarge.jpg,World,"The image depicts a group of people in business attire walking down a hallway, suggesting a professional or corporate setting"
04dc-trade-deficit-qwkg-articleLarge.jpg,World,The image depicts a blue shipping container with white lettering and text stating 'World Direct Shipping' on it.
21biz-stocks-promo-hblf-articleLarge.jpg,World,"The image depicts a man in an office setting, likely a CEO or executive, surrounded by papers and files on his desk."
09latenight-articleLarge.jpg,World,"The image depicts a news anchor discussing the tariff threat on China, indicating that the topic falls under the 'World' category."
19trump-tiktok-fjqm-articleLarge.jpg,World,"The image depicts a political rally with a prominent figure speaking at a podium, suggesting that the event is related to global politics."
03tariffs-live-factcheck-lkvm-articleLarge.jpg,World,"The image depicts a woman in a pink coat and hat, standing in front of an egg display at a grocery store, suggesting that the photo was likely taken in a global market."
CHINA-RECOUPLING-10-zfjl-articleLarge.jpg,World,"The image depicts a person wearing personal protective equipment (PPE), including gloves and a mask, while working in an industrial setting with metal sheets on pallets."
17historians-veto-mglq-articleLarge.jpg,World,"The image depicts an event related to historical preservation or cultural heritage, as indicated by the American Historical Association booth and banners."
22sp-hkbasel-film-inyt-kmvc-articleLarge.jpg,World,Image Description: A woman looking out of a spaceship window at Earth from space.
13common-sense-promo-articleLarge.png,World,"The image depicts a crowded street with people holding banners and signs, suggesting an event or protest related to global issues"
26trump-chevron-hvfl-articleLarge.jpg,World,"The image depicts an oil pumpjack in a field at sunset, indicating that it is related to the world section."
22sp-hkbasel-lam-inyt-01-hwtq-articleLarge.jpg,World,"The image depicts a woman in handcuffs, suggesting that it may be related to crime or law enforcement."
13russia-econ-zplb-articleLarge.jpg,Arts,"The image depicts a group of people walking in front of a large building with a clock tower, suggesting an artistic or cultural event"
09sp-design-ukraine-02-fzvm-articleLarge.jpg,Arts,"The image features two sculptures that appear to be abstract figures or possibly human forms, suggesting an artistic theme"
16Biz-Stocks-ltbp-articleLarge.jpg,Technology,An office building with the Nvidia logo on it
DEEPSEEK-IMPRESSIONS-TIANANMEN-tqzl-articleLarge.jpg,World,"The image depicts a large gathering of people in front of a building with Chinese characters on it, suggesting that the event or location may be related to international affairs"
08biz-lawfirms-trump-01-fhmj-articleLarge.jpg,World,"The image depicts people holding various items such as posters, flags and banners, suggesting that it may be related to a global event or issue"
00fong-obit-gpbj-articleLarge.jpg,World,"There are people from different countries and cultures in the image, including flags, indicating a global event or conference"
Biz-Tariffs-SEA-vlpf-articleLarge.jpg,World,"The image depicts two women working in a factory setting, with one woman hanging up yellow clothing items and the other observing."
06xp-soldiers-wthf-articleLarge.jpg,World,"The image depicts military personnel marching in formation, carrying flags and rifles, indicating a ceremonial event or parade."
13Biz-STOCKS-UNCERTAIN-kzlj-articleLarge.jpg,World,"The image shows a crowded street with people holding banners and signs, indicating a global or international event."
13DC-POWERS-mbfj-articleLarge.jpg,World,"The image depicts a crowd gathered around a podium and banners, featuring a prominent speaker in the foreground, suggesting a global or international event"
01bizz-tiktok-lfwg-articleLarge.jpg,Business,"The image depicts a man sitting at a desk in an office setting, surrounded by papers and documents, suggesting a business or professional environment."
25apple-trump-fzvp-articleLarge.jpg,Technology,"The image features a row of iPhones on display in an Apple store, showcasing their design and features"
04dc-trump-01-jhgk-articleLarge.jpg,World,"The image shows a crowded street with people holding banners and signs, a prominent figure speaking at a podium, which suggests that it may be related to global or international issues."
06intl-wfzq-articleLarge.jpg,Arts,"The image depicts a couple dressed in formal attire from the Victorian era, suggesting that it falls under the category of Arts"
00biz-japan-tariffs-01-kbgm-articleLarge.jpg,Technology,"The image depicts a man in a suit speaking at an event, surrounded by cars and a prominent Toyota logo on the wall behind him, suggesting that this is related to the automotive industry or a company press conference"
28crypto-bittorrent-zlgv-articleLarge.jpg,World,"A group of people from diverse backgrounds and cultures are gathered in an outdoor setting, indicating a global or international event"
27DEEPSEEK-EXPLAINER-1-01-hpmc-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting a global or international event or protest"
19panama-deportation-btkc-articleLarge.jpg,World,"The image depicts a group of people in masks and handcuffs being led away by authorities, suggesting that it may be related to a global or international event."
00biz-trump-antitrust-1-pjvq-articleLarge.jpg,Arts,The image features a building with architectural details and a sign that suggests it may be related to arts or culture
07markets-tariffs-navarro-cgjb-articleLarge.jpg,World,"The image depicts a group of people gathered in front of a large screen displaying data and charts, suggesting an international conference or meeting related to global issues"
10dc-rubio-topart-hqwt-articleLarge.jpg,World,"The image depicts a formal meeting or conference, possibly involving international leaders or dignitaries, given the presence of flags and the attire of the individuals present"
29cul-smithsonian-explainer-articleLarge.jpg,World,"The image depicts a group of people protesting in a crowded street, suggesting that it is related to global or international issues"
26tallchief-pvfc-articleLarge.jpg,Arts,"The image depicts a ballet dancer in mid-performance, showcasing the beauty and elegance of classical dance"
SKorea-DeepSeek-thzg-articleLarge.jpg,World,"The image depicts a news broadcast featuring a man in a suit, suggesting a global or international focus."
31icepeak-vbgq-articleLarge.jpg,Arts,"The image features two individuals dressed in black tracksuits and white sneakers adorned with wings made of feathers or similar material, suggesting a performance related to dance, theater, or fashion"
24dc-prexy-bfgp-articleLarge-v2.jpg,World,"The image depicts a man in a suit speaking into a microphone at a podium, suggesting that he may be giving a speech or presentation related to international affairs"
10dc-memo-topart-cgtz-articleLarge.jpg,World,"The image depicts a crowd of people gathered in an outdoor setting, suggesting a global event or gathering"
20dc-econ-pgjq-articleLarge.jpg,Arts,"The image depicts a crowded street with people holding banners and signs, suggesting that it is related to arts or cultural events"
28tetzlaff-bfkz-articleLarge.jpg,Arts,"The image depicts an orchestra performing on stage, with musicians playing various instruments and a conductor leading them."
04db-markets-lmpz-articleLarge.jpg,World,This appears to be an image of financial data or stock market information.
01biz-auto-sales-tmfg-articleLarge.jpg,Business,"The image depicts a car factory or assembly line where workers are engaged in manufacturing and quality control tasks, suggesting a focus on business and industry"
30gabbard-takeaways-qvbj-articleLarge.jpg,Arts,"An artist's rendition of a building in an urban cityscape, characterized by its unique architectural style and vibrant colors."
12int-ukraine-europe-01-qbck-articleLarge.jpg,Business,A well-dressed man in a suit and tie shaking hands with another man while standing in front of a city skyline.
10trump-trial-sketch-cmkb-articleLarge.jpg,Arts,A woman taking a selfie at an art gallery while surrounded by people in winter attire
17trump-news-pence-inauguration1-hgfp-articleLarge.jpg,World,"The image depicts a group of people in suits and ties, suggesting a formal meeting or conference related to global affairs."
20tvpres-czlm-articleLarge.jpg,World,"The image shows a crowded street with people holding banners and signs, which suggests a global or international event"
10markets-tariffs-hollywood-movies-mkpj-articleLarge.jpg,World,"The image depicts a woman walking past a wall adorned with posters and red lanterns, suggesting a cultural or international setting"
HFO-TIKTOKDELAY-lmhq-articleLarge.jpg,Technology,"The image appears to be related to technology, specifically social media, as evidenced by the prominent display of TikTok and AT&T logos."
2025-03-14-stocks-since-inauguration-index-articleLarge.png,World,A stock market graph showing the performance of various regions' stock markets over time.
02biz-appletariffs-hfo-1-jpwl-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting a global or international event"
China-Pharma-Censor-cjkl-articleLarge.jpg,Arts,"The image appears to depict a scene from a play or performance, with actors in costume and props on stage."
13OPENAI-1-fkqc-articleLarge.jpg,World,"The image appears to be related to global news or international events, likely capturing a moment of significant interest on an international stage"
10cul-netrebko-1-ljbt-articleLarge.jpg,World,"The image depicts a woman in a pink dress standing in front of an ornate doorway, suggesting an international or global setting"
21trump-news-migrant-parole1-kmfw-articleLarge.jpg,World,"The image depicts a group of people walking down steps of an airplane, indicating that they are likely traveling internationally."
7canada-us-trudeau-jwqp-articleLarge.jpg,World,"The image depicts a politician speaking at an event, indicating that this is a worldwide or international news story"
15int-serbia-protest-01-hwgf-articleLarge.jpg,Arts,The image features people holding banners and signs at an event that appears to be related to cultural or artistic expression
25cul-trump-portrait-artist-articleLarge.jpg,World,"The image depicts a framed portrait of Donald Trump hanging on a wall, indicating that it belongs to the World category"
05mideast-crisis-global-reaction-mhct-articleLarge.jpg,World,"The image depicts a large group of people gathered around a podium in an outdoor setting, suggesting that it may be related to international or global news"
12trump-news-tariffs-exemptions2-fzwh-articleLarge.jpg,Technology,An Apple store in a city street
00bitcoin-reserve-articleLarge.jpg,World,"The image depicts an American flag merged with a Bitcoin logo, suggesting that it represents the intersection between cryptocurrency and global finance."
30APPLE-bcgw-articleLarge.jpg,Technology,The image depicts an Apple store with various products and customers interacting with them
27dc-patel1-vfgq-articleLarge.jpg,World,"A large group of people holding flags and signs, indicating an international event or gathering"
03europe-defense-jzhb-articleLarge.jpg,World,"The image depicts a group of people in military uniforms, suggesting that it may be related to global or international events"
dc-immig1-cvjf-articleLarge.jpg,World,"The image depicts a protest or demonstration in support of Palestine, as evidenced by the prominent display of Palestinian flags and signs referencing Khalil"
11ukraine-nkorea-kgbz-articleLarge.jpg,World,The image depicts a military vehicle driving on a road in front of trees and bushes
00myanmar-scam-centers-bztc-articleLarge.jpg,World,"The image depicts a large body of water, likely an ocean or sea, in front of a city skyline at sunset"
20int-ukraine-easter-01-wpbc-articleLarge.jpg,World,"The image depicts a protest or rally scene in an international setting, likely related to global issues or events."
14earthmetals-explainer-fkbc-articleLarge.jpg,World,"An artist is depicted in the act of creating art, showcasing his artistic skills."
01russia-putin-01-bgvm-articleLarge.jpg,World,"The image depicts a man in a suit and tie, sitting at a desk, likely representing a business or professional setting"
29DB-goldcard-hmgt-articleLarge.jpg,Arts,"The image depicts a cityscape with tall buildings and skyscrapers, featuring a prominent art installation or sculpture in the foreground"
19CUL-TRUMP-HISTORY1-gwhv-articleLarge.jpg,U.S.,"The image depicts a couple standing in front of an American flag backdrop, suggesting that they are likely involved in or supporting an event related to the United States."
02tariffs-live-china-response-pmhb-articleLarge.jpg,World,"The image shows a large cargo ship in the ocean, carrying many shipping containers, indicating global trade and commerce"
13dc-ai-rule-01-mthw-articleLarge.jpg,World,"The image depicts a person working on a circuit board in a lab setting, indicating technological advancements and innovations"
30nat-skaters-03-vhgt-articleLarge.jpg,World,An ice rink with flags from the US and Canada hanging on the wall indicates an international or world-related event
17Int-Russia-fjpc-articleLarge.jpg,Business,"The image depicts a man sitting at his desk in an office setting, indicating that it is related to business activities"
xxjan6-history-top-glbc-articleLarge.jpg,World,"The image depicts a scene with people holding banners and signs, indicating that it may be related to global or international news"
17china-retaliation-zltc-articleLarge.jpg,Technology,"The image shows a factory floor with rows of machinery and workers in white jumpsuits, suggesting an industrial or manufacturing setting"
30trump-artscouncil-articleLarge.jpg,World,"The image depicts people holding banners and signs, suggesting a protest or demonstration related to global issues."
17russia-navalny-fgpq-articleLarge.jpg,World,"The image depicts three men in a jail cell, suggesting that it may be related to global news or international events."
OakArticle-678fe2bb-altman-tbhp-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, indicating that it may be related to a global or international event or protest."
13trump-news-trump-tower-wbcf-articleLarge.jpg,Arts,The image appears to be related to an art-related event or performance
00-vance-tiktok-01-cwmb-articleLarge.jpg,Business,"The image depicts a group of men in suits walking down a hallway, suggesting a professional or business-related event."
15dc-trump-capitulate-fmtb-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting a public gathering or protest related to global issues."
11nat-trans-language-healthcare-mfwv-articleLarge.jpg,Arts,"The image depicts a crowded street scene with people holding banners and signs, suggesting an event related to arts or culture"
xxnewworld-illo-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting a global or international event, such as a protest or demonstration, indicating that it falls under the World category."
13latenight-articleLarge.jpg,Arts,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
10kennedycenter1-tjqz-articleLarge.jpg,World,"The image depicts a large building with flags and banners, indicating international or global significance"
15scotus-tiktok-china-law-lkgh-articleLarge.jpg,World,"The image depicts a man in an office setting, standing next to a desk with his hands clasped together. He appears to be engaged in conversation or perhaps waiting for someone."
NETREBKO-17-zkcl-articleLarge.jpg,Arts,"The woman in the pink dress and black skirt suggests an artistic or cultural event, possibly a fashion show or performance."
23int-russia-calvey-profile-01-jcgz-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting that it is related to international or global issues."
04latenight-articleLarge.jpg,World,"The image depicts a man speaking at a podium in front of a large crowd, holding signs and banners, indicating a political rally or event focused on global issues"
NVIDIA-EARNINGS-1-pwjm-articleLarge.jpg,Technology,"The image features a large screen displaying the NVIDIA logo and a man standing on stage, indicating that it is related to technology or computer hardware"
21OPENAI-CHINA-vcpk-articleLarge.jpg,World,"The image depicts a large group of people walking in front of a Chinese flag or emblem, indicating an international or global event"
28myanmar-ledeall-1-ckqp-articleLarge.jpg,World,"The image depicts a scene of destruction and chaos, likely resulting from natural disasters or conflicts."
2025-02-03-tariff-explainer-index-articleLarge-v2.jpg,World,"The image depicts a crowded street with people holding banners and signs, indicating that it relates to global or international affairs"
29meta-deepseek-meta-vhfg-articleLarge.jpg,World,"The image depicts an infinity symbol in the center, surrounded by tall buildings and skyscrapers, suggesting a global or universal theme"
00biz-amazon-sellers1-wghf-articleLarge.jpg,World,"The image depicts a man and woman posing in front of stacked boxes and pallets, suggesting they are involved in international trade or logistics."
2025-02-25-boomerang-firings-index-articleLarge-v13.png,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting a global or international event."
OakArticle-67d97d06-wgkb-articleLarge.jpg,Business,"The image depicts a man in a suit and tie, sitting at a desk with papers and pens, suggesting an office setting."
15dc-courts-01-phtb-articleLarge.jpg,World,"The image shows a crowded street with people holding banners and signs, indicating a global or international event"
2025-04-01-tariff-revenue-analysis-index-articleLarge-v8.png,U.S.,"The image depicts a crowded street scene with people holding banners and signs, featuring a prominent individual speaking at a podium, indicating that this is a political-related event."
22dc-trump-emboldened-articleLarge.jpg,World,"The image appears to be related to politics or governance, as indicated by the presence of flags and people gathered in front of a building."
2025-01-29-mexico-canada-china-tariffs-index-articleLarge-v8.png,Business,"The graph illustrates the share of U.S. imports from various countries over time, indicating an economic focus"
10DC-GABBARD-cmtk-articleLarge.jpg,World,"The image depicts a crowded street with people holding banners and signs, suggesting a global or international event."
22sp-hkbasel-interview-inyt-01-qbgz-articleLarge.jpg,World,"The image depicts a large mural featuring various flags from different countries, including China and the United Kingdom, indicating a global or international theme"
00dc-scotus-pjfl-articleLarge.jpg,World,"The image depicts a large warehouse with rows of pallets stacked high with boxes, suggesting international trade and commerce"
25biz-signal-faq-pghw-articleLarge.jpg,World,"The image depicts two men in suits and ties sitting at a desk with papers and pens, suggesting a formal business meeting or conference."
04dc-trump-iran-wvkl-articleLarge.jpg,World,"The image depicts a crowded street scene in an urban setting, suggesting a global or international context"
05trump-winning-whgf-articleLarge.jpg,World,"The image depicts a group of people gathered around a table, engaged in a discussion or negotiation, suggesting a focus on global events"
europe-ukraine-01-jbcg-articleLarge.jpg,World,"The image shows a crowded street with people holding banners and signs, indicating a global or international event"
02syria-saudi-kltq-articleLarge.jpg,World,"The image appears to show two men shaking hands in front of a car and several people in uniforms and a photographer behind them, suggesting that it may be related to international diplomacy or global affairs."
00ftc-firing-hfo-czlf-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting that it may be related to a global event or protest."
